Issue_ID,Summary,Description,Created,Updated,Resolved,Project,Reporter,Assignee,State,Type,Priority,Reviewer,Assigned_By,Assistance,Prioritised_By,Due_Date,Output_Link,Ideal_Days,Original_Estimation,Screenshot,Story_Points,Estimation,Sprints,Work_Types,Area_Used,Spent_Time,Tags,Link_Direction,Link_Type,Linked_Issue_ID,Linked_Issue_Summary
ERPO-1772,Customization ,,2025-08-19 09:25:48.262,2025-11-07 12:59:34.001,,ERPOne,Vignesh K,,Open,User Story,,,,,,,,,,,,,"[""Sprint 14""]",,,1d 2h,,"[""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""INWARD""]","[""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask""]","[""ERPO-1789"", ""ERPO-1790"", ""ERPO-1791"", ""ERPO-1792"", ""ERPO-1793"", ""ERPO-1794"", ""ERPO-2043"", ""ERPO-2044"", ""ERPO-2121"", ""ERPO-1524""]","[""Auto-generate fiscal year in series (e.g., 25) "", ""Ensure sequential & non-reusable numbering "", ""Create independent counters for TR & QNA series "", ""Ensure thread-safe sequential numbering "", ""Implement filters for TR/QNA/PO "", ""Document naming convention rules "", ""New Atlas"", ""Feto Requirement Documentation and Research"", ""Testing the customized fields"", ""SA-B-NewAtlas-EX""]"
ERPO-2120,ERPONE Deployments,,2025-11-06 06:17:12.794,2025-11-07 06:47:51.457,,ERPOne,Fathima Farhana,,In Progress,Task,,,,,,,,,,,,1w,"[""Sprint 14""]",Deployment,,1d 1h,,"[""INWARD""]","[""Subtask""]","[""ERPO-2119""]","[""ERPONE Deployment""]"
ERPO-2119,ERPONE Deployment,,2025-11-06 06:15:26.482,2025-11-07 06:47:51.100,,ERPOne,Fathima Farhana,,,User Story,,,,,,,,,,,,1w,"[""Sprint 14""]",,,1d 1h,DevOps,"[""OUTWARD""]","[""Subtask""]","[""ERPO-2120""]","[""ERPONE Deployments""]"
ERPO-2052,Support Team implement Contact center between two Layers (app/CRM),,2025-10-24 14:21:40.222,2025-11-06 07:00:19.000,,ERPOne,Mytherayan Kalaiselvan,,To Verify,Task,,,,,,,,,,,,6h,"[""Sprint 14""]",,,7h,,"[""INWARD""]","[""Subtask""]","[""ERPO-1501""]","[""Meetings-discussion-requirements-documentation-Flow test""]"
ERPO-2074,Demo With LenialHealth,,2025-10-25 11:36:29.953,2025-11-06 07:00:17.590,,ERPOne,Mytherayan Kalaiselvan,,To Verify,Task,,,,,,,,,,,,1h,"[""Sprint 14""]",,,1h 30m,,"[""INWARD""]","[""Subtask""]","[""ERPO-1501""]","[""Meetings-discussion-requirements-documentation-Flow test""]"
ERPO-2111,Weekly Sync call demo,,2025-11-06 04:35:53.532,2025-11-06 07:00:04.944,,ERPOne,Mytherayan Kalaiselvan,,To Verify,Task,,,,,,,,,,,,2h 30m,"[""Sprint 14""]",,,2h 30m,,"[""INWARD""]","[""Subtask""]","[""ERPO-1501""]","[""Meetings-discussion-requirements-documentation-Flow test""]"
ERPO-2054,Client Visit Veeyes Dental Hospital and discussion,,2025-10-24 14:29:49.800,2025-11-06 07:00:02.983,,ERPOne,Mytherayan Kalaiselvan,,To Verify,Task,,,,,,,,,,,,2h,"[""Sprint 14""]",,,2h,,"[""INWARD""]","[""Subtask""]","[""ERPO-1501""]","[""Meetings-discussion-requirements-documentation-Flow test""]"
ERPO-2071,Discussion Regarding Latest Frappe CRM requirement with Vignesh and configure in CRM,,2025-10-25 10:46:23.867,2025-11-06 07:00:01.589,,ERPOne,Mytherayan Kalaiselvan,,To Verify,Task,,,,,,,,,,,,3h,"[""Sprint 14""]",,,3h,,"[""INWARD""]","[""Subtask""]","[""ERPO-1501""]","[""Meetings-discussion-requirements-documentation-Flow test""]"
ERPO-2039,Support for team and sales explain the frappe crm  and frappe ERP next logics and workflow,,2025-10-23 13:41:23.466,2025-11-06 07:00:00.048,,ERPOne,Mytherayan Kalaiselvan,,To Verify,Task,,,,,,,,,,,,2d,"[""Sprint 14""]",,,2d,,"[""INWARD""]","[""Subtask""]","[""ERPO-1501""]","[""Meetings-discussion-requirements-documentation-Flow test""]"
ERPO-2117,AI Implementation using n8n for email from frappe crm discussion,,2025-11-06 05:05:23.870,2025-11-06 06:59:58.250,,ERPOne,Mytherayan Kalaiselvan,,To Verify,Task,,,,,,,,,,,,3h,"[""Sprint 14""]",,,3h,,"[""INWARD""]","[""Subtask""]","[""ERPO-1501""]","[""Meetings-discussion-requirements-documentation-Flow test""]"
ERPO-2116,DSK Hospital HRMS Demo and requirement discussion,,2025-11-06 04:48:16.263,2025-11-06 06:59:57.054,,ERPOne,Mytherayan Kalaiselvan,,To Verify,Task,,,,,,,,,,,,1h 30m,"[""Sprint 14""]",,,1h 30m,,"[""INWARD""]","[""Subtask""]","[""ERPO-1501""]","[""Meetings-discussion-requirements-documentation-Flow test""]"
ERPO-2115,"Support for team with oncare360, contact center and APN integration",,2025-11-06 04:46:30.271,2025-11-06 06:59:55.753,,ERPOne,Mytherayan Kalaiselvan,,To Verify,Task,,,,,,,,,,,,6h,"[""Sprint 14""]",,,6h,,"[""INWARD""]","[""Subtask""]","[""ERPO-1501""]","[""Meetings-discussion-requirements-documentation-Flow test""]"
